nohup: ignoring input
Device running: cuda
Namespace(n_neurons=200, n_layers=6, epochs=400, batchsize=512, lr=5e-05, no_decay=False, decay_rate=0.8, decay_at_interval=True, decay_interval=30, datapath='sklearn_teardrop_gmm.vti', outpath='./models/', exp_path='../logs/', modified_data_path='./data/', dataset_name='3d_data', vti_name='teardrop_sgmm_predicted_vti', vti_path='./data/')
Variables: ['GMM_Mean0', 'GMM_Mean1', 'GMM_Mean2', 'GMM_Std0', 'GMM_Std1', 'GMM_Std2', 'GMM_Weight0', 'GMM_Weight1', 'GMM_Weight2']
Total Points: 262144
Dataset Name: 3d_data
Total Variables: 9
Total Points in Data: 262144
Coordinate Tensor Shape: torch.Size([262144, 3])
Scalar Values Tensor Shape: torch.Size([262144, 9])

###### Data setup is complete, now starting training ######

MyResidualSirenNet(
  (net_layers): ModuleList(
    (0): SineLayer(
      (linear): Linear(in_features=3, out_features=200, bias=True)
    )
    (1-6): 6 x ResidualSineLayer(
      (linear_1): Linear(in_features=200, out_features=200, bias=True)
      (linear_2): Linear(in_features=200, out_features=200, bias=True)
    )
  )
  (mean_head): Linear(in_features=200, out_features=3, bias=True)
  (std_head): Linear(in_features=200, out_features=3, bias=True)
  (weight_head): Linear(in_features=200, out_features=3, bias=True)
)
Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 5e-05
    maximize: False
    weight_decay: 0
)
MSELoss()
  0%|          | 0/400 [00:00<?, ?it/s]Epoch: 1/400 | Train Loss: 0.006187 | Time: 10.24s (cuda) | LR: 5.00e-05
  0%|          | 1/400 [00:10<1:08:06, 10.24s/it]Epoch: 2/400 | Train Loss: 0.001174 | Time: 9.87s (cuda) | LR: 5.00e-05
  0%|          | 2/400 [00:20<1:06:30, 10.03s/it]Epoch: 3/400 | Train Loss: 0.001126 | Time: 10.05s (cuda) | LR: 5.00e-05
  1%|          | 3/400 [00:30<1:06:25, 10.04s/it]Epoch: 4/400 | Train Loss: 0.001109 | Time: 10.43s (cuda) | LR: 5.00e-05
  1%|          | 4/400 [00:40<1:07:16, 10.19s/it]Epoch: 5/400 | Train Loss: 0.001100 | Time: 10.66s (cuda) | LR: 5.00e-05
  1%|▏         | 5/400 [00:51<1:08:12, 10.36s/it]Epoch: 6/400 | Train Loss: 0.001092 | Time: 10.07s (cuda) | LR: 5.00e-05
  2%|▏         | 6/400 [01:01<1:07:23, 10.26s/it]Epoch: 7/400 | Train Loss: 0.001084 | Time: 10.5s (cuda) | LR: 5.00e-05
  2%|▏         | 7/400 [01:11<1:07:44, 10.34s/it]Epoch: 8/400 | Train Loss: 0.001078 | Time: 9.74s (cuda) | LR: 5.00e-05
  2%|▏         | 8/400 [01:21<1:06:19, 10.15s/it]Epoch: 9/400 | Train Loss: 0.001071 | Time: 9.62s (cuda) | LR: 5.00e-05
  2%|▏         | 9/400 [01:31<1:05:04,  9.99s/it]Epoch: 10/400 | Train Loss: 0.001061 | Time: 9.27s (cuda) | LR: 5.00e-05
  2%|▎         | 10/400 [01:40<1:03:28,  9.77s/it]Epoch: 11/400 | Train Loss: 0.001054 | Time: 9.42s (cuda) | LR: 5.00e-05
  3%|▎         | 11/400 [01:49<1:02:37,  9.66s/it]Epoch: 12/400 | Train Loss: 0.001046 | Time: 10.46s (cuda) | LR: 5.00e-05
  3%|▎         | 12/400 [02:00<1:04:02,  9.90s/it]Epoch: 13/400 | Train Loss: 0.001038 | Time: 9.8s (cuda) | LR: 5.00e-05
